0,L,0.19930473600492585
0,H,0.19930473600492585
0,S,0.19930473600492585
0,E,0.40208579198522243
1,H,0.19930473600492585
1,S,0.19930473600492585
1,E,0.40208579198522243
1,L,0.19930473600492585
2,S,0.20278105598029658
2,E,0.3916568320591103
2,H,0.20278105598029658
2,L,0.20278105598029658
3,E,0.40208579198522243
3,S,0.19930473600492585
3,H,0.19930473600492585
3,L,0.19930473600492585
4,E,0.40208579198522243
4,S,0.19930473600492585
4,H,0.19930473600492585
4,L,0.19930473600492585
5,L,0.223014692048506
5,H,0.223014692048506
5,S,0.223014692048506
5,E,0.330955923854482
6,S,0.223014692048506
6,E,0.330955923854482
6,L,0.223014692048506
6,H,0.223014692048506
7,H,0.18713975404929276
7,E,0.4385807378521217
7,S,0.18713975404929276
7,L,0.18713975404929276
8,E,0.4497537072194571
8,H,0.18341543092684762
8,S,0.18341543092684762
8,L,0.18341543092684762
9,E,0.4497537072194571
9,H,0.18341543092684762
9,S,0.18341543092684762
9,L,0.18341543092684762
10,H,0.18341543092684762
10,S,0.18341543092684762
10,E,0.4497537072194571
10,L,0.18341543092684762
11,L,0.18341543092684762
11,E,0.4497537072194571
11,S,0.18341543092684762
11,H,0.18341543092684762
12,E,0.4385807378521217
12,L,0.18713975404929276
12,H,0.18713975404929276
12,S,0.18713975404929276
13,S,0.223014692048506
13,E,0.330955923854482
13,L,0.223014692048506
13,H,0.223014692048506
14,E,0.330955923854482
14,S,0.223014692048506
14,L,0.223014692048506
14,H,0.223014692048506
15,H,0.19930473600492585
15,S,0.19930473600492585
15,E,0.40208579198522243
15,L,0.19930473600492585
16,E,0.40208579198522243
16,L,0.19930473600492585
16,S,0.19930473600492585
16,H,0.19930473600492585
17,L,0.20278105598029658
17,E,0.3916568320591103
17,H,0.20278105598029658
17,S,0.20278105598029658
18,E,0.40208579198522243
18,L,0.19930473600492585
18,H,0.19930473600492585
18,S,0.19930473600492585
19,S,0.19930473600492585
19,E,0.40208579198522243
19,H,0.19930473600492585
19,L,0.19930473600492585
20,
,1.0
